home_team,away_team,match_date,league,avg_goal_diff_h2h,h2h_home_winrate,home_form_winrate,away_form_winrate,home_avg_goals_scored,home_avg_goals_conceded,away_avg_goals_scored,away_avg_goals_conceded,h2h_draw_rate,h2h_total_goals,home_draw_rate,away_draw_rate,combined_draw_rate,form_differential,goals_differential,expected_total_goals,home_total_goals_avg,away_total_goals_avg,league_avg_goals,league_draw_rate,league_home_adv,home_momentum,away_momentum,momentum_differential,is_low_scoring,is_defensive_match,home_true_prob,draw_true_prob,away_true_prob,market_draw_confidence,market_favorite_confidence,market_competitiveness,odds_spread,result
Vallecano,Sevilla,2023-02-19 00:00:00+00:00,PD,-0.6666666666666666,0.3333333333333333,0.5,0.2,1.5,1.1,1.1,1.7,0.3333333333333333,2.0,0.25,0.3,0.275,0.3,0.3999999999999999,2.6,2.6,2.8,2.23,0.24,0.14,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Elche,Espanol,2023-02-19 00:00:00+00:00,PD,0.3333333333333333,0.3333333333333333,0.1,0.2,0.8,1.6,1.2,1.4,0.6666666666666666,3.6666666666666665,0.3,0.4,0.35,0.1,0.3999999999999999,2.0,2.4,2.6,2.23,0.24,0.14,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Fiorentina,Empoli,2023-02-19 00:00:00+00:00,SA,0.0,0.3333333333333333,0.3,0.2,1.2,1.5,0.9,1.5,0.3333333333333333,1.3333333333333333,0.25,0.4,0.325,0.09999999999999998,0.29999999999999993,2.1,2.7,2.4,2.51,0.26,0.07999999999999996,0.3333333333333333,0.4444444444444444,0.1111111111111111,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Getafe,Valencia,2023-02-20 00:00:00+00:00,PD,-1.6666666666666667,0.0,0.2,0.1,1.0,1.1,0.8,1.4,0.3333333333333333,2.3333333333333335,0.35,0.25,0.3,0.1,0.19999999999999996,1.8,2.1,2.2,2.22,0.24,0.14,0.1111111111111111,0.0,0.1111111111111111,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Torino,Cremonese,2023-02-20 00:00:00+00:00,SA,0.0,0.5,0.4,0.0,0.8,0.6,0.8,1.8,0.25,2.5,0.25,0.4,0.325,0.4,0.0,1.6,1.4,2.6,2.52,0.27,0.030000000000000027,0.4444444444444444,0.1111111111111111,0.3333333333333333,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Fulham,Wolves,2023-02-24 00:00:00+00:00,PL,0.0,0.5,0.5,0.2,1.5,1.2,0.7,1.5,0.25,2.5,0.15,0.2,0.175,0.3,0.8,2.2,2.7,2.2,2.53,0.22,0.020000000000000018,0.6666666666666666,0.4444444444444444,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Mainz,M'gladbach,2023-02-24 00:00:00+00:00,BL1,0.3333333333333333,0.3333333333333333,0.3,0.1,1.7,1.4,1.3,2.0,0.6666666666666666,1.6666666666666667,0.25,0.25,0.25,0.19999999999999998,0.3999999999999999,3.0,3.1,3.3,3.37,0.16,0.26000000000000006,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Elche,Betis,2023-02-24 00:00:00+00:00,PD,-1.6666666666666667,0.3333333333333333,0.1,0.4,0.7,1.6,0.9,1.0,0.0,2.3333333333333335,0.25,0.2,0.225,0.30000000000000004,0.20000000000000007,1.6,2.3,1.9,2.22,0.24,0.16000000000000003,0.4444444444444444,0.6666666666666666,0.2222222222222222,1.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Leeds,Southampton,2023-02-25 00:00:00+00:00,PL,-0.3333333333333333,0.0,0.2,0.3,1.3,1.5,0.6,1.6,0.6666666666666666,2.3333333333333335,0.3,0.1,0.2,0.09999999999999998,0.7000000000000001,1.9,2.8,2.2,2.5,0.23,0.030000000000000027,0.2222222222222222,0.6666666666666666,0.4444444444444444,1.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Leicester,Arsenal,2023-02-25 00:00:00+00:00,PL,-2.0,0.0,0.3,0.7,1.3,1.1,1.9,0.9,0.0,3.3333333333333335,0.1,0.15,0.125,0.39999999999999997,0.5999999999999999,3.2,2.4,2.8,2.5,0.23,0.030000000000000027,0.4444444444444444,0.6666666666666666,0.2222222222222222,0.0,1.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Lecce,Sassuolo,2023-02-25 00:00:00+00:00,SA,0.0,0.5,0.2,0.2,1.2,1.2,1.1,1.7,0.25,2.5,0.4,0.25,0.325,0.0,0.09999999999999987,2.3,2.4,2.8,2.54,0.28,0.03999999999999998,0.2222222222222222,0.5555555555555556,0.33333333333333337,0.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,A
FC Koln,Wolfsburg,2023-02-25 00:00:00+00:00,BL1,0.6666666666666666,0.6666666666666666,0.5,0.4,2.1,1.0,1.5,1.0,0.0,4.0,0.4,0.25,0.325,0.09999999999999998,0.6000000000000001,3.6,3.1,2.5,3.36,0.16,0.26000000000000006,0.7777777777777778,0.4444444444444444,0.33333333333333337,0.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Hertha,Augsburg,2023-02-25 00:00:00+00:00,BL1,1.0,0.6666666666666666,0.3,0.3,1.5,1.8,1.6,2.1,0.3333333333333333,1.6666666666666667,0.25,0.15,0.2,0.0,0.10000000000000009,3.1,3.3,3.7,3.36,0.16,0.26000000000000006,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,H
Hoffenheim,Dortmund,2023-02-25 00:00:00+00:00,BL1,-1.0,0.0,0.2,0.5,1.2,1.9,1.3,1.6,0.0,3.6666666666666665,0.2,0.05,0.125,0.3,0.10000000000000009,2.5,3.1,2.9,3.36,0.16,0.26000000000000006,0.1111111111111111,1.0,0.8888888888888888,1.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Werder Bremen,Bochum,2023-02-25 00:00:00+00:00,BL1,0.0,0.5,0.4,0.1,1.5,1.6,0.5,2.9,0.25,2.5,0.1,0.05,0.07500000000000001,0.30000000000000004,1.0,2.0,3.1,3.4,3.36,0.16,0.26000000000000006,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Everton,Aston Villa,2023-02-25 00:00:00+00:00,PL,-1.6666666666666667,0.0,0.4,0.3,1.0,1.2,0.9,1.7,0.0,2.3333333333333335,0.25,0.2,0.225,0.10000000000000003,0.09999999999999998,1.9,2.2,2.6,2.5,0.23,0.030000000000000027,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Schalke 04,Stuttgart,2023-02-25 00:00:00+00:00,BL1,0.0,0.5,0.2,0.0,0.8,2.3,1.1,2.3,0.25,2.5,0.35,0.3,0.32499999999999996,0.2,0.30000000000000004,1.9000000000000001,3.1,3.4,3.36,0.16,0.26000000000000006,0.2222222222222222,0.1111111111111111,0.1111111111111111,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Cadiz,Vallecano,2023-02-25 00:00:00+00:00,PD,-1.3333333333333333,0.3333333333333333,0.3,0.4,1.1,1.4,1.3,1.2,0.0,4.0,0.35,0.3,0.32499999999999996,0.10000000000000003,0.19999999999999996,2.4000000000000004,2.5,2.5,2.24,0.24,0.14,0.7777777777777778,0.7777777777777778,0.0,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Crystal Palace,Liverpool,2023-02-25 00:00:00+00:00,PL,-1.6666666666666667,0.0,0.3,0.3,0.9,1.4,1.1,1.7,0.3333333333333333,3.0,0.35,0.15,0.25,0.0,0.20000000000000007,2.0,2.3,2.8,2.5,0.23,0.030000000000000027,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,D
Valencia,Sociedad,2023-02-25 00:00:00+00:00,PD,0.0,0.0,0.3,0.7,1.7,1.2,1.8,1.0,1.0,0.6666666666666666,0.25,0.2,0.225,0.39999999999999997,0.10000000000000009,3.5,2.9,2.8,2.24,0.24,0.14,0.1111111111111111,0.7777777777777778,0.6666666666666667,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Real Madrid,Ath Madrid,2023-02-25 00:00:00+00:00,PD,0.6666666666666666,0.6666666666666666,0.7,0.6,2.2,0.7,1.2,0.7,0.0,2.0,0.15,0.25,0.2,0.09999999999999998,1.0000000000000002,3.4000000000000004,2.9,1.9,2.24,0.24,0.14,0.7777777777777778,0.7777777777777778,0.0,0.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
West Ham,Nott'm Forest,2023-02-25 00:00:00+00:00,PL,0.0,0.5,0.4,0.1,1.2,1.1,0.3,2.3,0.25,2.5,0.25,0.3,0.275,0.30000000000000004,0.8999999999999999,1.5,2.3,2.6,2.5,0.23,0.030000000000000027,0.4444444444444444,0.4444444444444444,0.0,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Empoli,Napoli,2023-02-25 00:00:00+00:00,SA,0.0,0.6666666666666666,0.4,0.9,1.2,1.2,2.0,0.5,0.0,2.6666666666666665,0.4,0.05,0.225,0.5,0.8,3.2,2.4,2.5,2.54,0.28,0.03999999999999998,0.5555555555555556,1.0,0.4444444444444444,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
Bournemouth,Man City,2023-02-25 00:00:00+00:00,PL,0.0,0.5,0.2,0.5,0.9,1.2,1.4,0.8,0.25,2.5,0.3,0.15,0.22499999999999998,0.3,0.4999999999999999,2.3,2.1,2.2,2.5,0.23,0.030000000000000027,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,A
RB Leipzig,Ein Frankfurt,2023-02-25 00:00:00+00:00,BL1,-1.3333333333333333,0.0,0.7,0.4,2.3,0.9,1.6,1.6,0.6666666666666666,2.0,0.25,0.25,0.25,0.29999999999999993,0.6999999999999997,3.9,3.2,3.2,3.36,0.16,0.26000000000000006,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Espanol,Mallorca,2023-02-25 00:00:00+00:00,PD,0.0,0.3333333333333333,0.2,0.3,1.4,1.7,0.8,1.4,0.3333333333333333,1.3333333333333333,0.4,0.15,0.275,0.09999999999999998,0.5999999999999999,2.2,3.1,2.2,2.24,0.24,0.14,0.4444444444444444,0.0,0.4444444444444444,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Freiburg,Leverkusen,2023-02-26 00:00:00+00:00,BL1,0.3333333333333333,0.6666666666666666,0.7,0.4,1.8,0.8,1.4,1.9,0.0,3.6666666666666665,0.2,0.15,0.175,0.29999999999999993,0.40000000000000013,3.2,2.6,3.3,3.27,0.14,0.27999999999999997,0.7777777777777778,0.6666666666666666,0.11111111111111116,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Milan,Atalanta,2023-02-26 00:00:00+00:00,SA,1.0,0.6666666666666666,0.7,0.5,2.1,1.4,1.7,1.1,0.3333333333333333,3.0,0.2,0.2,0.2,0.19999999999999996,0.40000000000000013,3.8,3.5,2.8,2.53,0.27,0.010000000000000009,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Tottenham,Chelsea,2023-02-26 00:00:00+00:00,PL,-1.6666666666666667,0.0,0.6,0.2,1.9,1.4,0.9,1.2,0.3333333333333333,3.0,0.1,0.3,0.2,0.39999999999999997,0.9999999999999999,2.8,3.3,2.1,2.48,0.24,0.06,0.6666666666666666,0.2222222222222222,0.4444444444444444,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Udinese,Spezia,2023-02-26 00:00:00+00:00,SA,0.0,0.3333333333333333,0.3,0.2,1.7,1.2,0.6,1.7,0.3333333333333333,2.6666666666666665,0.4,0.3,0.35,0.09999999999999998,1.1,2.3,2.9,2.3,2.53,0.27,0.010000000000000009,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Bayern Munich,Union Berlin,2023-02-26 00:00:00+00:00,BL1,2.3333333333333335,0.6666666666666666,0.6,0.6,3.1,0.8,1.6,1.6,0.3333333333333333,4.333333333333333,0.35,0.2,0.275,0.0,1.5,4.7,3.9,3.2,3.27,0.14,0.27999999999999997,0.5555555555555556,1.0,0.4444444444444444,0.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,H
Bologna,Inter,2023-02-26 00:00:00+00:00,SA,-3.0,0.3333333333333333,0.5,0.4,1.4,0.8,1.7,2.0,0.0,5.666666666666667,0.2,0.1,0.15000000000000002,0.09999999999999998,0.30000000000000004,3.0999999999999996,2.2,3.7,2.53,0.27,0.010000000000000009,0.4444444444444444,0.5555555555555556,0.11111111111111116,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Sevilla,Osasuna,2023-02-26 00:00:00+00:00,PD,0.3333333333333333,0.3333333333333333,0.4,0.2,1.1,1.1,0.7,0.9,0.3333333333333333,1.6666666666666667,0.3,0.3,0.3,0.2,0.40000000000000013,1.8,2.2,1.6,2.23,0.24,0.16000000000000003,1.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Almeria,Barcelona,2023-02-26 00:00:00+00:00,PD,0.0,0.5,0.6,0.9,1.8,1.3,1.7,0.5,0.25,2.5,0.15,0.05,0.1,0.30000000000000004,0.10000000000000009,3.5,3.1,2.2,2.23,0.24,0.16000000000000003,0.4444444444444444,1.0,0.5555555555555556,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Celta,Valladolid,2023-02-26 00:00:00+00:00,PD,0.0,0.5,0.3,0.2,1.1,1.2,0.6,2.0,0.25,2.5,0.25,0.1,0.175,0.09999999999999998,0.5000000000000001,1.7000000000000002,2.3,2.6,2.23,0.24,0.16000000000000003,0.4444444444444444,0.3333333333333333,0.1111111111111111,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Ath Bilbao,Girona,2023-02-26 00:00:00+00:00,PD,0.0,0.5,0.6,0.1,1.6,0.7,1.0,1.6,0.25,2.5,0.2,0.3,0.25,0.5,0.6000000000000001,2.6,2.3,2.6,2.23,0.24,0.16000000000000003,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Salernitana,Monza,2023-02-26 00:00:00+00:00,SA,0.0,0.5,0.2,0.4,1.0,1.7,1.2,1.3,0.25,2.5,0.25,0.25,0.25,0.2,0.19999999999999996,2.2,2.7,2.5,2.53,0.27,0.010000000000000009,0.0,1.0,1.0,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Verona,Fiorentina,2023-02-27 00:00:00+00:00,SA,-0.6666666666666666,0.0,0.4,0.2,1.2,1.2,0.8,1.2,0.6666666666666666,2.0,0.2,0.25,0.225,0.2,0.3999999999999999,2.0,2.4,2.0,2.51,0.27,0.010000000000000009,0.7777777777777778,0.1111111111111111,0.6666666666666667,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Lazio,Sampdoria,2023-02-27 00:00:00+00:00,SA,1.3333333333333333,0.6666666666666666,0.4,0.2,1.6,1.0,0.8,1.6,0.3333333333333333,2.6666666666666665,0.25,0.2,0.225,0.2,0.8,2.4000000000000004,2.6,2.4,2.51,0.27,0.010000000000000009,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Villarreal,Getafe,2023-02-27 00:00:00+00:00,PD,0.6666666666666666,0.6666666666666666,0.6,0.2,1.4,0.8,0.8,1.4,0.3333333333333333,1.3333333333333333,0.2,0.35,0.275,0.39999999999999997,0.5999999999999999,2.2,2.2,2.2,2.29,0.21,0.16999999999999998,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Juventus,Torino,2023-02-28 00:00:00+00:00,SA,0.6666666666666666,0.6666666666666666,0.7,0.2,2.1,0.7,1.0,1.5,0.3333333333333333,1.3333333333333333,0.15,0.3,0.22499999999999998,0.49999999999999994,1.1,3.1,2.8,2.5,2.5,0.26,0.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Cremonese,Roma,2023-02-28 00:00:00+00:00,SA,0.0,0.5,0.0,0.5,0.4,1.7,1.5,1.3,0.25,2.5,0.45,0.2,0.325,0.5,1.1,1.9,2.1,2.8,2.5,0.26,0.0,0.0,0.4444444444444444,0.4444444444444444,1.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Liverpool,Wolves,2023-03-01 00:00:00+00:00,PL,0.0,0.6666666666666666,0.7,0.2,2.4,0.8,0.8,1.5,0.0,2.6666666666666665,0.2,0.2,0.2,0.49999999999999994,1.5999999999999999,3.2,3.2,2.3,2.43,0.24,0.06,0.7777777777777778,0.4444444444444444,0.33333333333333337,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Arsenal,Everton,2023-03-01 00:00:00+00:00,PL,0.6666666666666666,0.3333333333333333,0.7,0.1,2.3,1.2,0.5,1.4,0.0,3.3333333333333335,0.15,0.2,0.175,0.6,1.7999999999999998,2.8,3.5,1.9,2.43,0.24,0.06,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Napoli,Lazio,2023-03-03 00:00:00+00:00,SA,2.0,1.0,0.9,0.6,2.7,0.8,1.8,0.7,0.0,3.3333333333333335,0.0,0.2,0.1,0.30000000000000004,0.9000000000000001,4.5,3.5,2.5,2.57,0.26,0.020000000000000018,1.0,0.7777777777777778,0.2222222222222222,0.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Dortmund,RB Leipzig,2023-03-03 00:00:00+00:00,BL1,-2.3333333333333335,0.0,0.8,0.4,2.8,1.0,1.9,1.6,0.0,3.6666666666666665,0.05,0.2,0.125,0.4,0.8999999999999999,4.699999999999999,3.8,3.5,3.24,0.15,0.2700000000000001,1.0,0.7777777777777778,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Sociedad,Cadiz,2023-03-03 00:00:00+00:00,PD,2.0,1.0,0.5,0.2,1.2,0.8,0.6,1.8,0.0,2.0,0.2,0.35,0.275,0.3,0.6,1.7999999999999998,2.0,2.4,2.27,0.21,0.16999999999999998,0.4444444444444444,0.0,0.4444444444444444,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Aston Villa,Crystal Palace,2023-03-04 00:00:00+00:00,PL,-0.3333333333333333,0.3333333333333333,0.4,0.2,1.7,1.7,0.8,1.3,0.3333333333333333,3.0,0.2,0.4,0.30000000000000004,0.2,0.8999999999999999,2.5,3.4,2.1,2.45,0.24,0.07999999999999996,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Mallorca,Elche,2023-03-04 00:00:00+00:00,PD,-1.0,0.0,0.6,0.0,1.1,0.6,0.7,2.5,0.6666666666666666,3.0,0.15,0.25,0.2,0.6,0.40000000000000013,1.8,1.7,3.2,2.24,0.22,0.18,1.0,0.1111111111111111,0.8888888888888888,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Almeria,Villarreal,2023-03-04 00:00:00+00:00,PD,0.0,0.5,0.6,0.1,1.7,1.2,0.5,1.4,0.25,2.5,0.15,0.15,0.15,0.5,1.2,2.2,2.9,1.9,2.24,0.22,0.18,0.6666666666666666,0.1111111111111111,0.5555555555555556,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Getafe,Girona,2023-03-04 00:00:00+00:00,PD,0.0,0.5,0.3,0.2,1.1,1.1,1.3,1.7,0.25,2.5,0.3,0.3,0.3,0.09999999999999998,0.19999999999999996,2.4000000000000004,2.2,3.0,2.24,0.22,0.18,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Southampton,Leicester,2023-03-04 00:00:00+00:00,PL,-0.6666666666666666,0.3333333333333333,0.1,0.4,0.8,1.7,1.8,2.2,0.3333333333333333,4.0,0.1,0.1,0.1,0.30000000000000004,1.0,2.6,2.5,4.0,2.45,0.24,0.07999999999999996,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Wolves,Tottenham,2023-03-04 00:00:00+00:00,PL,0.0,0.3333333333333333,0.4,0.4,0.8,1.4,1.6,1.8,0.0,1.3333333333333333,0.15,0.05,0.1,0.0,0.8,2.4000000000000004,2.2,3.4,2.45,0.24,0.07999999999999996,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,H
Chelsea,Leeds,2023-03-04 00:00:00+00:00,PL,0.3333333333333333,0.6666666666666666,0.5,0.1,1.1,0.6,1.1,2.0,0.0,3.6666666666666665,0.3,0.3,0.3,0.4,0.0,2.2,1.7,3.1,2.45,0.24,0.07999999999999996,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Brighton,West Ham,2023-03-04 00:00:00+00:00,PL,1.3333333333333333,0.6666666666666666,0.5,0.0,1.7,1.1,0.6,1.5,0.3333333333333333,2.6666666666666665,0.2,0.25,0.225,0.5,1.1,2.3,2.8,2.1,2.45,0.24,0.07999999999999996,0.6666666666666666,0.1111111111111111,0.5555555555555556,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Man City,Newcastle,2023-03-04 00:00:00+00:00,PL,3.0,0.6666666666666666,0.8,0.4,3.3,1.1,1.6,0.7,0.3333333333333333,5.0,0.15,0.45,0.3,0.4,1.6999999999999997,4.9,4.4,2.3,2.45,0.24,0.07999999999999996,1.0,0.3333333333333333,0.6666666666666667,0.0,1.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Monza,Empoli,2023-03-04 00:00:00+00:00,SA,0.0,0.5,0.4,0.2,1.4,1.0,0.9,1.5,0.25,2.5,0.25,0.35,0.3,0.2,0.4999999999999999,2.3,2.4,2.4,2.56,0.26,0.0,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Fiorentina,Milan,2023-03-04 00:00:00+00:00,SA,-0.3333333333333333,0.3333333333333333,0.3,0.5,1.3,1.6,1.3,1.3,0.0,3.6666666666666665,0.25,0.15,0.2,0.2,0.0,2.6,2.9,2.6,2.56,0.26,0.0,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.0,0.0,0.3,0.24999999999999994,0.45,0.24999999999999994,0.45,0.85,1.0,H
Arsenal,Bournemouth,2023-03-04 00:00:00+00:00,PL,0.0,0.5,0.7,0.2,2.5,1.1,1.0,1.9,0.25,2.5,0.15,0.3,0.22499999999999998,0.49999999999999994,1.5,3.5,3.6,2.9,2.45,0.24,0.07999999999999996,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
Atalanta,Udinese,2023-03-04 00:00:00+00:00,SA,1.3333333333333333,0.3333333333333333,0.5,0.3,2.1,1.4,1.0,1.1,0.6666666666666666,4.666666666666667,0.2,0.45,0.325,0.2,1.1,3.1,3.5,2.1,2.56,0.26,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Augsburg,Werder Bremen,2023-03-04 00:00:00+00:00,BL1,0.0,0.5,0.4,0.4,1.0,1.1,1.4,2.3,0.25,2.5,0.15,0.05,0.1,0.0,0.3999999999999999,2.4,2.1,3.7,3.24,0.15,0.2700000000000001,1.0,0.3333333333333333,0.6666666666666667,1.0,0.0,0.3,0.39999999999999997,0.3,0.39999999999999997,0.3,1.0,1.0,H
Union Berlin,FC Koln,2023-03-04 00:00:00+00:00,BL1,0.6666666666666666,0.6666666666666666,0.7,0.1,1.9,0.8,0.9,2.2,0.3333333333333333,2.0,0.15,0.35,0.25,0.6,0.9999999999999999,2.8,2.7,3.1,3.24,0.15,0.2700000000000001,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
Bochum,Schalke 04,2023-03-04 00:00:00+00:00,BL1,0.0,0.5,0.5,0.0,1.7,1.9,0.4,1.6,0.25,2.5,0.05,0.3,0.175,0.5,1.2999999999999998,2.1,3.6,2.0,3.24,0.15,0.2700000000000001,0.6666666666666666,0.2222222222222222,0.4444444444444444,1.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,A
Mainz,Hoffenheim,2023-03-04 00:00:00+00:00,BL1,0.3333333333333333,0.6666666666666666,0.4,0.2,2.1,1.4,1.4,1.9,0.0,3.0,0.2,0.2,0.2,0.2,0.7000000000000002,3.5,3.5,3.3,3.24,0.15,0.2700000000000001,1.0,0.0,1.0,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,H
M'gladbach,Freiburg,2023-03-04 00:00:00+00:00,BL1,-2.0,0.0,0.6,0.4,2.2,1.4,1.2,2.3,0.6666666666666666,4.0,0.2,0.25,0.225,0.19999999999999996,1.0000000000000002,3.4000000000000004,3.6,3.5,3.24,0.15,0.2700000000000001,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.0,0.0,0.45,0.25000000000000006,0.3,0.25000000000000006,0.45,0.85,1.0,D
