window,match_date,home_team,away_team,league,predicted,actual,correct,confidence,decimal_odds,profit
2,2023-09-27 00:00:00+00:00,Napoli,Udinese,SA,home_win,home_win,True,0.636,1.36,0.36
2,2023-09-27 00:00:00+00:00,Real Madrid,Las Palmas,PD,home_win,home_win,True,0.569,1.2,0.2
2,2023-09-27 00:00:00+00:00,Inter,Sassuolo,SA,home_win,away_win,False,0.619,1.33,-1.0
2,2023-09-29 00:00:00+00:00,Barcelona,Sevilla,PD,home_win,home_win,True,0.648,1.36,0.36
2,2023-09-30 00:00:00+00:00,Newcastle,Burnley,PL,home_win,home_win,True,0.618,1.3,0.3
2,2023-09-30 00:00:00+00:00,Man United,Crystal Palace,PL,home_win,away_win,False,0.563,1.55,-1.0
2,2023-09-30 00:00:00+00:00,Salernitana,Inter,SA,away_win,away_win,True,0.689,1.4,0.4
2,2023-09-30 00:00:00+00:00,Mainz,Leverkusen,BL1,away_win,away_win,True,0.568,1.53,0.53
2,2023-09-30 00:00:00+00:00,West Ham,Sheffield Utd,PL,home_win,home_win,True,0.596,1.45,0.45
2,2023-09-30 00:00:00+00:00,Wolves,Man City,PL,away_win,home_win,False,0.68,1.33,-1.0
2,2023-10-01 00:00:00+00:00,Roma,Frosinone,SA,home_win,home_win,True,0.556,1.44,0.44
2,2023-10-01 00:00:00+00:00,Ath Madrid,Cadiz,PD,home_win,home_win,True,0.556,1.33,0.33
2,2023-10-06 00:00:00+00:00,Ath Bilbao,Almeria,PD,home_win,home_win,True,0.586,1.36,0.36
2,2023-10-07 00:00:00+00:00,Inter,Bologna,SA,home_win,draw,False,0.608,1.36,-1.0
2,2023-10-07 00:00:00+00:00,Dortmund,Union Berlin,BL1,home_win,home_win,True,0.556,1.57,0.57
2,2023-10-07 00:00:00+00:00,Real Madrid,Osasuna,PD,home_win,home_win,True,0.574,1.29,0.29
2,2023-10-08 00:00:00+00:00,Granada,Barcelona,PD,away_win,draw,False,0.625,1.4,-1.0
2,2023-10-08 00:00:00+00:00,Leverkusen,FC Koln,BL1,home_win,home_win,True,0.636,1.33,0.33
2,2023-10-08 00:00:00+00:00,Bayern Munich,Freiburg,BL1,home_win,home_win,True,0.718,1.14,0.14
2,2023-10-20 00:00:00+00:00,Dortmund,Werder Bremen,BL1,home_win,home_win,True,0.557,1.29,0.29
2,2023-10-21 00:00:00+00:00,Darmstadt,Leipzig,BL1,away_win,away_win,True,0.616,1.44,0.44
2,2023-10-21 00:00:00+00:00,Verona,Napoli,SA,away_win,away_win,True,0.574,1.65,0.65
2,2023-10-21 00:00:00+00:00,Sheffield Utd,Man United,PL,away_win,away_win,True,0.631,1.4,0.4
2,2023-10-21 00:00:00+00:00,Torino,Inter,SA,away_win,away_win,True,0.566,1.7,0.7
2,2023-10-21 00:00:00+00:00,Newcastle,Crystal Palace,PL,home_win,home_win,True,0.615,1.45,0.45
2,2023-10-22 00:00:00+00:00,Girona,Almeria,PD,home_win,home_win,True,0.642,1.45,0.45
2,2023-10-23 00:00:00+00:00,Tottenham,Fulham,PL,home_win,home_win,True,0.599,1.5,0.5
2,2023-10-23 00:00:00+00:00,Fiorentina,Empoli,SA,home_win,away_win,False,0.57,1.44,-1.0
2,2023-10-28 00:00:00+00:00,Juventus,Verona,SA,home_win,home_win,True,0.687,1.36,0.36
2,2023-10-28 00:00:00+00:00,Bayern Munich,Darmstadt,BL1,home_win,home_win,True,0.745,1.06,0.06
2,2023-10-28 00:00:00+00:00,Leipzig,FC Koln,BL1,home_win,home_win,True,0.652,1.44,0.44
2,2023-10-28 00:00:00+00:00,Arsenal,Sheffield Utd,PL,home_win,home_win,True,0.751,1.13,0.13
2,2023-10-29 00:00:00+00:00,Aston Villa,Luton,PL,home_win,home_win,True,0.592,1.25,0.25
2,2023-10-29 00:00:00+00:00,Leverkusen,Freiburg,BL1,home_win,home_win,True,0.636,1.29,0.29
2,2023-10-29 00:00:00+00:00,Liverpool,Nott'm Forest,PL,home_win,home_win,True,0.575,1.29,0.29
2,2023-10-29 00:00:00+00:00,Ath Madrid,Alaves,PD,home_win,home_win,True,0.625,1.4,0.4
2,2023-11-04 00:00:00+00:00,Man City,Bournemouth,PL,home_win,home_win,True,0.741,1.1,0.1
2,2023-11-04 00:00:00+00:00,Milan,Udinese,SA,home_win,away_win,False,0.638,1.45,-1.0
2,2023-11-04 00:00:00+00:00,Salernitana,Napoli,SA,away_win,away_win,True,0.645,1.44,0.44
2,2023-11-05 00:00:00+00:00,Real Madrid,Vallecano,PD,home_win,draw,False,0.589,1.29,-1.0
2,2023-11-05 00:00:00+00:00,Luton,Liverpool,PL,away_win,draw,False,0.616,1.22,-1.0
2,2023-11-05 00:00:00+00:00,Nott'm Forest,Aston Villa,PL,away_win,home_win,False,0.567,1.85,-1.0
2,2023-11-10 00:00:00+00:00,Sassuolo,Salernitana,SA,home_win,draw,False,0.556,1.65,-1.0
2,2023-11-11 00:00:00+00:00,Bayern Munich,Heidenheim,BL1,home_win,home_win,True,0.735,1.06,0.06
2,2023-11-11 00:00:00+00:00,Juventus,Cagliari,SA,home_win,home_win,True,0.626,1.36,0.36
2,2023-11-11 00:00:00+00:00,Real Madrid,Valencia,PD,home_win,home_win,True,0.629,1.33,0.33
2,2023-11-11 00:00:00+00:00,Arsenal,Burnley,PL,home_win,home_win,True,0.706,1.18,0.18
2,2023-11-11 00:00:00+00:00,Man United,Luton,PL,home_win,home_win,True,0.557,1.33,0.33
2,2023-11-12 00:00:00+00:00,Napoli,Empoli,SA,home_win,away_win,False,0.641,1.22,-1.0
2,2023-11-12 00:00:00+00:00,Aston Villa,Fulham,PL,home_win,home_win,True,0.587,1.57,0.57
2,2023-11-12 00:00:00+00:00,Brighton,Sheffield Utd,PL,home_win,draw,False,0.624,1.25,-1.0
2,2023-11-12 00:00:00+00:00,Liverpool,Brentford,PL,home_win,home_win,True,0.644,1.4,0.4
2,2023-11-12 00:00:00+00:00,Chelsea,Man City,PL,away_win,draw,False,0.552,1.73,-1.0
2,2023-11-12 00:00:00+00:00,Ath Madrid,Villarreal,PD,home_win,home_win,True,0.617,1.36,0.36
2,2023-11-12 00:00:00+00:00,Leverkusen,Union Berlin,BL1,home_win,home_win,True,0.606,1.29,0.29
2,2023-11-12 00:00:00+00:00,Leipzig,Freiburg,BL1,home_win,home_win,True,0.67,1.44,0.44
2,2023-11-12 00:00:00+00:00,Inter,Frosinone,SA,home_win,home_win,True,0.675,1.18,0.18
2,2023-11-24 00:00:00+00:00,FC Koln,Bayern Munich,BL1,away_win,away_win,True,0.625,1.25,0.25
2,2023-11-25 00:00:00+00:00,Werder Bremen,Leverkusen,BL1,away_win,away_win,True,0.624,1.45,0.45
2,2023-11-25 00:00:00+00:00,Brentford,Arsenal,PL,away_win,away_win,True,0.568,1.75,0.75
2,2023-11-25 00:00:00+00:00,Ath Madrid,Mallorca,PD,home_win,home_win,True,0.57,1.33,0.33
2,2023-11-25 00:00:00+00:00,Wolfsburg,Leipzig,BL1,away_win,home_win,False,0.574,1.91,-1.0
2,2023-12-02 00:00:00+00:00,Milan,Frosinone,SA,home_win,home_win,True,0.629,1.44,0.44
2,2023-12-02 00:00:00+00:00,Brentford,Luton,PL,home_win,home_win,True,0.611,1.45,0.45
2,2023-12-02 00:00:00+00:00,Arsenal,Wolves,PL,home_win,home_win,True,0.619,1.25,0.25
2,2023-12-02 00:00:00+00:00,Real Madrid,Granada,PD,home_win,home_win,True,0.584,1.17,0.17
2,2023-12-02 00:00:00+00:00,Stuttgart,Werder Bremen,BL1,home_win,home_win,True,0.617,1.4,0.4
2,2023-12-02 00:00:00+00:00,Leipzig,Heidenheim,BL1,home_win,home_win,True,0.572,1.25,0.25
2,2023-12-03 00:00:00+00:00,Liverpool,Fulham,PL,home_win,home_win,True,0.555,1.25,0.25
2,2023-12-03 00:00:00+00:00,Fiorentina,Salernitana,SA,home_win,home_win,True,0.644,1.45,0.45
2,2023-12-05 00:00:00+00:00,Luton,Arsenal,PL,away_win,away_win,True,0.655,1.18,0.18
2,2023-12-06 00:00:00+00:00,Sheffield Utd,Liverpool,PL,away_win,away_win,True,0.665,1.2,0.2
3,2023-12-09 00:00:00+00:00,Crystal Palace,Liverpool,PL,away_win,away_win,True,0.595,1.5,0.5
3,2023-12-09 00:00:00+00:00,Betis,Real Madrid,PD,away_win,draw,False,0.561,1.8,-1.0
3,2023-12-09 00:00:00+00:00,Inter,Udinese,SA,home_win,home_win,True,0.63,1.29,0.29
3,2023-12-09 00:00:00+00:00,Ein Frankfurt,Bayern Munich,BL1,away_win,home_win,False,0.729,1.3,-1.0
3,2023-12-09 00:00:00+00:00,Brighton,Burnley,PL,home_win,draw,False,0.589,1.5,-1.0
3,2023-12-09 00:00:00+00:00,Sheffield Utd,Brentford,PL,away_win,home_win,False,0.562,1.75,-1.0
3,2023-12-10 00:00:00+00:00,Luton,Man City,PL,away_win,away_win,True,0.706,1.14,0.14
3,2023-12-10 00:00:00+00:00,Ath Madrid,Almeria,PD,home_win,home_win,True,0.601,1.22,0.22
3,2023-12-15 00:00:00+00:00,Genoa,Juventus,SA,away_win,draw,False,0.561,1.91,-1.0
3,2023-12-16 00:00:00+00:00,Mainz,Heidenheim,BL1,home_win,away_win,False,0.552,1.67,-1.0
3,2023-12-16 00:00:00+00:00,Leipzig,Hoffenheim,BL1,home_win,home_win,True,0.592,1.45,0.45
3,2023-12-16 00:00:00+00:00,Napoli,Cagliari,SA,home_win,home_win,True,0.637,1.33,0.33
3,2023-12-16 00:00:00+00:00,Man City,Crystal Palace,PL,home_win,draw,False,0.771,1.18,-1.0
3,2023-12-16 00:00:00+00:00,Valencia,Barcelona,PD,away_win,draw,False,0.582,1.67,-1.0
3,2023-12-17 00:00:00+00:00,Milan,Monza,SA,home_win,home_win,True,0.576,1.62,0.62
3,2023-12-17 00:00:00+00:00,Fiorentina,Verona,SA,home_win,home_win,True,0.749,1.4,0.4
3,2023-12-17 00:00:00+00:00,Real Madrid,Villarreal,PD,home_win,home_win,True,0.641,1.29,0.29
3,2023-12-17 00:00:00+00:00,Leverkusen,Ein Frankfurt,BL1,home_win,home_win,True,0.709,1.36,0.36
3,2023-12-17 00:00:00+00:00,Liverpool,Man United,PL,home_win,draw,False,0.608,1.3,-1.0
3,2023-12-17 00:00:00+00:00,Lazio,Inter,SA,away_win,away_win,True,0.569,1.73,0.73
3,2023-12-18 00:00:00+00:00,Atalanta,Salernitana,SA,home_win,home_win,True,0.617,1.3,0.3
3,2023-12-19 00:00:00+00:00,Werder Bremen,Leipzig,BL1,away_win,draw,False,0.57,1.57,-1.0
3,2023-12-19 00:00:00+00:00,Hoffenheim,Darmstadt,BL1,home_win,draw,False,0.626,1.44,-1.0
3,2023-12-19 00:00:00+00:00,Ath Madrid,Getafe,PD,home_win,draw,False,0.688,1.45,-1.0
3,2023-12-20 00:00:00+00:00,Barcelona,Almeria,PD,home_win,home_win,True,0.68,1.14,0.14
3,2023-12-20 00:00:00+00:00,Ath Bilbao,Las Palmas,PD,home_win,home_win,True,0.706,1.36,0.36
3,2023-12-20 00:00:00+00:00,Wolfsburg,Bayern Munich,BL1,away_win,away_win,True,0.566,1.36,0.36
3,2023-12-20 00:00:00+00:00,Stuttgart,Augsburg,BL1,home_win,home_win,True,0.7,1.36,0.36
3,2023-12-20 00:00:00+00:00,Leverkusen,Bochum,BL1,home_win,home_win,True,0.734,1.17,0.17
3,2023-12-21 00:00:00+00:00,Alaves,Real Madrid,PD,away_win,away_win,True,0.633,1.53,0.53
3,2023-12-22 00:00:00+00:00,Empoli,Lazio,SA,away_win,away_win,True,0.555,1.91,0.91
3,2023-12-22 00:00:00+00:00,Salernitana,Milan,SA,away_win,draw,False,0.64,1.44,-1.0
3,2023-12-22 00:00:00+00:00,Aston Villa,Sheffield Utd,PL,home_win,draw,False,0.617,1.22,-1.0
3,2023-12-23 00:00:00+00:00,Inter,Lecce,SA,home_win,home_win,True,0.572,1.22,0.22
3,2023-12-23 00:00:00+00:00,Luton,Newcastle,PL,away_win,home_win,False,0.558,1.65,-1.0
3,2023-12-23 00:00:00+00:00,Ath Madrid,Sevilla,PD,home_win,home_win,True,0.637,1.53,0.53
3,2023-12-26 00:00:00+00:00,Burnley,Liverpool,PL,away_win,away_win,True,0.667,1.4,0.4
3,2023-12-26 00:00:00+00:00,Newcastle,Nott'm Forest,PL,home_win,away_win,False,0.596,1.5,-1.0
3,2023-12-27 00:00:00+00:00,Everton,Man City,PL,away_win,away_win,True,0.589,1.57,0.57
3,2023-12-28 00:00:00+00:00,Arsenal,West Ham,PL,home_win,away_win,False,0.642,1.33,-1.0
3,2023-12-29 00:00:00+00:00,Genoa,Inter,SA,away_win,draw,False,0.584,1.65,-1.0
3,2023-12-30 00:00:00+00:00,Aston Villa,Burnley,PL,home_win,home_win,True,0.738,1.36,0.36
3,2023-12-30 00:00:00+00:00,Man City,Sheffield Utd,PL,home_win,home_win,True,0.791,1.08,0.08
3,2023-12-30 00:00:00+00:00,Atalanta,Lecce,SA,home_win,home_win,True,0.691,1.4,0.4
3,2023-12-30 00:00:00+00:00,Luton,Chelsea,PL,away_win,away_win,True,0.639,1.5,0.5
3,2023-12-30 00:00:00+00:00,Milan,Sassuolo,SA,home_win,home_win,True,0.581,1.45,0.45
3,2024-01-01 00:00:00+00:00,Liverpool,Newcastle,PL,home_win,home_win,True,0.6,1.45,0.45
3,2024-01-03 00:00:00+00:00,Real Madrid,Mallorca,PD,home_win,home_win,True,0.585,1.2,0.2
3,2024-01-06 00:00:00+00:00,Inter,Verona,SA,home_win,home_win,True,0.737,1.17,0.17
3,2024-01-07 00:00:00+00:00,Salernitana,Juventus,SA,away_win,away_win,True,0.672,1.4,0.4
3,2024-01-07 00:00:00+00:00,Empoli,Milan,SA,away_win,away_win,True,0.603,1.67,0.67
3,2024-01-12 00:00:00+00:00,Bayern Munich,Hoffenheim,BL1,home_win,home_win,True,0.64,1.14,0.14
3,2024-01-13 00:00:00+00:00,Monza,Inter,SA,away_win,away_win,True,0.662,1.5,0.5
3,2024-01-13 00:00:00+00:00,Napoli,Salernitana,SA,home_win,home_win,True,0.638,1.33,0.33
3,2024-01-13 00:00:00+00:00,Leipzig,Ein Frankfurt,BL1,home_win,away_win,False,0.623,1.45,-1.0
3,2024-01-13 00:00:00+00:00,Augsburg,Leverkusen,BL1,away_win,away_win,True,0.629,1.5,0.5
3,2024-01-13 00:00:00+00:00,Darmstadt,Dortmund,BL1,away_win,away_win,True,0.568,1.53,0.53
3,2024-01-14 00:00:00+00:00,Almeria,Girona,PD,away_win,draw,False,0.564,1.7,-1.0
3,2024-01-15 00:00:00+00:00,Atalanta,Frosinone,SA,home_win,home_win,True,0.634,1.44,0.44
3,2024-01-16 00:00:00+00:00,Juventus,Sassuolo,SA,home_win,home_win,True,0.602,1.4,0.4
3,2024-01-20 00:00:00+00:00,Arsenal,Crystal Palace,PL,home_win,home_win,True,0.678,1.3,0.3
3,2024-01-20 00:00:00+00:00,Roma,Verona,SA,home_win,home_win,True,0.648,1.44,0.44
3,2024-01-20 00:00:00+00:00,FC Koln,Dortmund,BL1,away_win,away_win,True,0.567,1.73,0.73
3,2024-01-21 00:00:00+00:00,Bournemouth,Liverpool,PL,away_win,away_win,True,0.564,1.7,0.7
3,2024-01-21 00:00:00+00:00,Girona,Sevilla,PD,home_win,home_win,True,0.584,1.73,0.73
3,2024-01-21 00:00:00+00:00,Betis,Barcelona,PD,away_win,away_win,True,0.589,1.8,0.8
3,2024-01-21 00:00:00+00:00,Bayern Munich,Werder Bremen,BL1,home_win,away_win,False,0.673,1.09,-1.0
3,2024-01-21 00:00:00+00:00,Lecce,Juventus,SA,away_win,away_win,True,0.585,1.65,0.65
3,2024-01-21 00:00:00+00:00,Real Madrid,Almeria,PD,home_win,home_win,True,0.718,1.13,0.13
3,2024-01-24 00:00:00+00:00,Bayern Munich,Union Berlin,BL1,home_win,home_win,True,0.728,1.18,0.18
3,2024-01-27 00:00:00+00:00,Atalanta,Udinese,SA,home_win,home_win,True,0.589,1.5,0.5
3,2024-01-27 00:00:00+00:00,Juventus,Empoli,SA,home_win,draw,False,0.674,1.29,-1.0
3,2024-01-27 00:00:00+00:00,Las Palmas,Real Madrid,PD,away_win,away_win,True,0.696,1.45,0.45
3,2024-01-27 00:00:00+00:00,Barcelona,Villarreal,PD,home_win,away_win,False,0.669,1.36,-1.0
3,2024-01-27 00:00:00+00:00,Augsburg,Bayern Munich,BL1,away_win,away_win,True,0.716,1.3,0.3
3,2024-01-27 00:00:00+00:00,Leverkusen,M'gladbach,BL1,home_win,draw,False,0.572,1.29,-1.0
3,2024-01-28 00:00:00+00:00,Dortmund,Bochum,BL1,home_win,home_win,True,0.554,1.36,0.36
3,2024-01-28 00:00:00+00:00,Fiorentina,Inter,SA,away_win,away_win,True,0.556,1.85,0.85
3,2024-01-28 00:00:00+00:00,Ath Madrid,Valencia,PD,home_win,home_win,True,0.688,1.45,0.45
3,2024-01-29 00:00:00+00:00,Salernitana,Roma,SA,away_win,away_win,True,0.56,1.67,0.67
3,2024-01-30 00:00:00+00:00,Luton,Brighton,PL,away_win,home_win,False,0.574,1.75,-1.0
3,2024-01-30 00:00:00+00:00,Nott'm Forest,Arsenal,PL,away_win,away_win,True,0.669,1.4,0.4
3,2024-01-31 00:00:00+00:00,Man City,Burnley,PL,home_win,home_win,True,0.779,1.08,0.08
3,2024-01-31 00:00:00+00:00,Barcelona,Osasuna,PD,home_win,home_win,True,0.648,1.33,0.33
3,2024-01-31 00:00:00+00:00,Ath Madrid,Vallecano,PD,home_win,home_win,True,0.694,1.5,0.5
3,2024-02-01 00:00:00+00:00,Getafe,Real Madrid,PD,away_win,away_win,True,0.621,1.55,0.55
3,2024-02-02 00:00:00+00:00,Ath Bilbao,Mallorca,PD,home_win,home_win,True,0.583,1.53,0.53
3,2024-02-03 00:00:00+00:00,Darmstadt,Leverkusen,BL1,away_win,away_win,True,0.736,1.25,0.25
3,2024-02-03 00:00:00+00:00,Newcastle,Luton,PL,home_win,draw,False,0.586,1.44,-1.0
3,2024-02-03 00:00:00+00:00,Bayern Munich,M'gladbach,BL1,home_win,home_win,True,0.664,1.14,0.14
3,2024-02-03 00:00:00+00:00,Sheffield Utd,Aston Villa,PL,away_win,away_win,True,0.615,1.62,0.62
3,2024-02-04 00:00:00+00:00,Leipzig,Union Berlin,BL1,home_win,home_win,True,0.717,1.4,0.4
3,2024-02-04 00:00:00+00:00,Napoli,Verona,SA,home_win,home_win,True,0.556,1.4,0.4
3,2024-02-05 00:00:00+00:00,Roma,Cagliari,SA,home_win,home_win,True,0.648,1.44,0.44
3,2024-02-05 00:00:00+00:00,Brentford,Man City,PL,away_win,away_win,True,0.643,1.4,0.4
3,2024-02-09 00:00:00+00:00,Dortmund,Freiburg,BL1,home_win,home_win,True,0.619,1.45,0.45
3,2024-02-10 00:00:00+00:00,Liverpool,Burnley,PL,home_win,home_win,True,0.798,1.17,0.17
3,2024-02-10 00:00:00+00:00,Real Madrid,Girona,PD,home_win,home_win,True,0.591,1.45,0.45
3,2024-02-10 00:00:00+00:00,Man City,Everton,PL,home_win,home_win,True,0.728,1.18,0.18
3,2024-02-10 00:00:00+00:00,Luton,Sheffield Utd,PL,home_win,away_win,False,0.55,1.75,-1.0
3,2024-02-11 00:00:00+00:00,Stuttgart,Mainz,BL1,home_win,home_win,True,0.632,1.44,0.44
3,2024-02-11 00:00:00+00:00,Barcelona,Granada,PD,home_win,draw,False,0.629,1.22,-1.0
3,2024-02-11 00:00:00+00:00,West Ham,Arsenal,PL,away_win,away_win,True,0.638,1.53,0.53
3,2024-02-12 00:00:00+00:00,Juventus,Udinese,SA,home_win,away_win,False,0.646,1.44,-1.0
3,2024-02-16 00:00:00+00:00,Inter,Salernitana,SA,home_win,home_win,True,0.78,1.14,0.14
3,2024-02-17 00:00:00+00:00,Burnley,Arsenal,PL,away_win,away_win,True,0.723,1.29,0.29
3,2024-02-17 00:00:00+00:00,Ath Madrid,Las Palmas,PD,home_win,home_win,True,0.675,1.5,0.5
3,2024-02-17 00:00:00+00:00,Verona,Juventus,SA,away_win,draw,False,0.615,1.67,-1.0
3,2024-02-17 00:00:00+00:00,Heidenheim,Leverkusen,BL1,away_win,away_win,True,0.654,1.33,0.33
3,2024-02-17 00:00:00+00:00,Darmstadt,Stuttgart,BL1,away_win,away_win,True,0.636,1.44,0.44
3,2024-02-17 00:00:00+00:00,Atalanta,Sassuolo,SA,home_win,home_win,True,0.604,1.36,0.36
3,2024-02-17 00:00:00+00:00,Leipzig,M'gladbach,BL1,home_win,home_win,True,0.605,1.36,0.36
3,2024-02-18 00:00:00+00:00,Luton,Man United,PL,away_win,away_win,True,0.579,1.8,0.8
3,2024-02-18 00:00:00+00:00,Vallecano,Real Madrid,PD,away_win,draw,False,0.615,1.62,-1.0
3,2024-02-18 00:00:00+00:00,Sheffield Utd,Brighton,PL,away_win,away_win,True,0.595,1.62,0.62
3,2024-02-18 00:00:00+00:00,Bochum,Bayern Munich,BL1,away_win,home_win,False,0.654,1.33,-1.0
3,2024-02-20 00:00:00+00:00,Man City,Brentford,PL,home_win,home_win,True,0.76,1.18,0.18
3,2024-02-21 00:00:00+00:00,Liverpool,Luton,PL,home_win,home_win,True,0.63,1.2,0.2
3,2024-02-23 00:00:00+00:00,Sociedad,Villarreal,PD,home_win,away_win,False,0.559,1.73,-1.0
3,2024-02-23 00:00:00+00:00,Leverkusen,Mainz,BL1,home_win,home_win,True,0.582,1.22,0.22
3,2024-02-24 00:00:00+00:00,Bournemouth,Man City,PL,away_win,away_win,True,0.654,1.4,0.4
3,2024-02-24 00:00:00+00:00,Arsenal,Newcastle,PL,home_win,home_win,True,0.563,1.36,0.36
3,2024-02-24 00:00:00+00:00,Barcelona,Getafe,PD,home_win,home_win,True,0.695,1.4,0.4
3,2024-02-24 00:00:00+00:00,Stuttgart,FC Koln,BL1,home_win,draw,False,0.672,1.3,-1.0
3,2024-02-24 00:00:00+00:00,Aston Villa,Nott'm Forest,PL,home_win,home_win,True,0.577,1.53,0.53
3,2024-02-25 00:00:00+00:00,Wolves,Sheffield Utd,PL,home_win,home_win,True,0.582,1.44,0.44
3,2024-02-25 00:00:00+00:00,Real Madrid,Sevilla,PD,home_win,home_win,True,0.69,1.29,0.29
3,2024-02-25 00:00:00+00:00,Lecce,Inter,SA,away_win,away_win,True,0.649,1.44,0.44
3,2024-02-25 00:00:00+00:00,Juventus,Frosinone,SA,home_win,home_win,True,0.634,1.3,0.3
3,2024-02-26 00:00:00+00:00,Girona,Vallecano,PD,home_win,home_win,True,0.625,1.65,0.65
3,2024-02-28 00:00:00+00:00,Inter,Atalanta,SA,home_win,home_win,True,0.564,1.62,0.62
3,2024-02-28 00:00:00+00:00,Sassuolo,Napoli,SA,away_win,away_win,True,0.56,1.8,0.8
3,2024-03-01 00:00:00+00:00,Freiburg,Bayern Munich,BL1,away_win,draw,False,0.612,1.5,-1.0
3,2024-03-02 00:00:00+00:00,Luton,Aston Villa,PL,away_win,away_win,True,0.579,1.73,0.73
3,2024-03-02 00:00:00+00:00,Tottenham,Crystal Palace,PL,home_win,home_win,True,0.577,1.5,0.5
3,2024-03-02 00:00:00+00:00,Nott'm Forest,Liverpool,PL,away_win,away_win,True,0.632,1.53,0.53
3,2024-03-02 00:00:00+00:00,Bochum,Leipzig,BL1,away_win,away_win,True,0.565,1.62,0.62
3,2024-03-02 00:00:00+00:00,Valencia,Real Madrid,PD,away_win,draw,False,0.594,1.67,-1.0
3,2024-03-03 00:00:00+00:00,Ath Madrid,Betis,PD,home_win,home_win,True,0.613,1.57,0.57
3,2024-03-03 00:00:00+00:00,Man City,Man United,PL,home_win,home_win,True,0.643,1.25,0.25
3,2024-03-03 00:00:00+00:00,FC Koln,Leverkusen,BL1,away_win,away_win,True,0.697,1.36,0.36
3,2024-03-04 00:00:00+00:00,Inter,Genoa,SA,home_win,home_win,True,0.615,1.3,0.3
3,2024-03-04 00:00:00+00:00,Sheffield Utd,Arsenal,PL,away_win,away_win,True,0.74,1.18,0.18
3,2024-03-08 00:00:00+00:00,Stuttgart,Union Berlin,BL1,home_win,home_win,True,0.68,1.45,0.45
3,2024-03-08 00:00:00+00:00,Barcelona,Mallorca,PD,home_win,home_win,True,0.728,1.44,0.44
3,2024-03-09 00:00:00+00:00,Leipzig,Darmstadt,BL1,home_win,home_win,True,0.679,1.14,0.14
3,2024-03-09 00:00:00+00:00,Arsenal,Brentford,PL,home_win,home_win,True,0.701,1.22,0.22
3,2024-03-09 00:00:00+00:00,Bayern Munich,Mainz,BL1,home_win,home_win,True,0.59,1.25,0.25
3,2024-03-10 00:00:00+00:00,Milan,Empoli,SA,home_win,home_win,True,0.679,1.44,0.44
3,2024-03-10 00:00:00+00:00,Leverkusen,Wolfsburg,BL1,home_win,home_win,True,0.654,1.33,0.33
3,2024-03-10 00:00:00+00:00,Real Madrid,Celta,PD,home_win,home_win,True,0.689,1.3,0.3
3,2024-03-15 00:00:00+00:00,FC Koln,Leipzig,BL1,away_win,away_win,True,0.618,1.45,0.45
3,2024-03-16 00:00:00+00:00,Darmstadt,Bayern Munich,BL1,away_win,away_win,True,0.69,1.14,0.14
3,2024-03-16 00:00:00+00:00,Ath Bilbao,Alaves,PD,home_win,home_win,True,0.564,1.55,0.55
3,2024-03-16 00:00:00+00:00,Osasuna,Real Madrid,PD,away_win,away_win,True,0.556,1.55,0.55
3,2024-03-17 00:00:00+00:00,Roma,Sassuolo,SA,home_win,home_win,True,0.665,1.36,0.36
3,2024-03-17 00:00:00+00:00,Freiburg,Leverkusen,BL1,away_win,away_win,True,0.653,1.53,0.53
3,2024-03-17 00:00:00+00:00,Verona,Milan,SA,away_win,away_win,True,0.567,1.7,0.7
3,2024-03-17 00:00:00+00:00,Inter,Napoli,SA,home_win,draw,False,0.57,1.57,-1.0
3,2024-03-30 00:00:00+00:00,Leverkusen,Hoffenheim,BL1,home_win,home_win,True,0.615,1.2,0.2
3,2024-03-30 00:00:00+00:00,Chelsea,Burnley,PL,home_win,draw,False,0.582,1.29,-1.0
3,2024-03-30 00:00:00+00:00,Sheffield Utd,Fulham,PL,away_win,draw,False,0.573,1.73,-1.0
3,2024-03-30 00:00:00+00:00,Bayern Munich,Dortmund,BL1,home_win,away_win,False,0.63,1.4,-1.0
3,2024-03-30 00:00:00+00:00,Leipzig,Mainz,BL1,home_win,draw,False,0.669,1.4,-1.0
3,2024-03-30 00:00:00+00:00,Barcelona,Las Palmas,PD,home_win,home_win,True,0.627,1.25,0.25
3,2024-03-30 00:00:00+00:00,Tottenham,Luton,PL,home_win,home_win,True,0.586,1.2,0.2
3,2024-03-31 00:00:00+00:00,Girona,Betis,PD,home_win,home_win,True,0.561,1.75,0.75
3,2024-03-31 00:00:00+00:00,Real Madrid,Ath Bilbao,PD,home_win,home_win,True,0.646,1.53,0.53
3,2024-03-31 00:00:00+00:00,Stuttgart,Heidenheim,BL1,home_win,draw,False,0.638,1.25,-1.0
3,2024-03-31 00:00:00+00:00,Liverpool,Brighton,PL,home_win,home_win,True,0.714,1.36,0.36
3,2024-04-01 00:00:00+00:00,Bologna,Salernitana,SA,home_win,home_win,True,0.664,1.3,0.3
3,2024-04-01 00:00:00+00:00,Inter,Empoli,SA,home_win,home_win,True,0.616,1.22,0.22
3,2024-04-03 00:00:00+00:00,Arsenal,Luton,PL,home_win,home_win,True,0.752,1.1,0.1
3,2024-04-04 00:00:00+00:00,Liverpool,Sheffield Utd,PL,home_win,home_win,True,0.817,1.09,0.09
3,2024-04-06 00:00:00+00:00,Milan,Lecce,SA,home_win,home_win,True,0.718,1.36,0.36
3,2024-04-06 00:00:00+00:00,Crystal Palace,Man City,PL,away_win,away_win,True,0.689,1.33,0.33
